"Step","vanilla_1__vanilla_aug - horizontal","vanilla_1__vanilla_aug - horizontal__MIN","vanilla_1__vanilla_aug - horizontal__MAX","vanilla_1__resnet_aug_01lr - horizontal","vanilla_1__resnet_aug_01lr - horizontal__MIN","vanilla_1__resnet_aug_01lr - horizontal__MAX"
"0","0.5088711380958557","0.5088711380958557","0.5088711380958557","0.5088711380958557","0.5088711380958557","0.5088711380958557"
"198","0.5649400383234024","0.5649400383234024","0.5649400383234024","0.5494870990514755","0.5494870990514755","0.5494870990514755"
"396","0.5651097387075424","0.5651097387075424","0.5651097387075424","0.5528025269508362","0.5528025269508362","0.5528025269508362"
"594","0.5651414662599563","0.5651414662599563","0.5651414662599563","0.5563852220773697","0.5563852220773697","0.5563852220773697"
"792","0.5650431096553803","0.5650431096553803","0.5650431096553803","0.5579708606004715","0.5579708606004715","0.5579708606004715"
"990","0.5651250392198562","0.5651250392198562","0.5651250392198562","0.5606420874595642","0.5606420874595642","0.5606420874595642"
"1188","0.564867177605629","0.564867177605629","0.564867177605629","0.5614484548568726","0.5614484548568726","0.5614484548568726"
"1386","0.5645880430936814","0.5645880430936814","0.5645880430936814","0.5627103984355927","0.5627103984355927","0.5627103984355927"
"1584","0.5642837345600128","0.5642837345600128","0.5642837345600128","0.5630754083395004","0.5630754083395004","0.5630754083395004"
"1782","0.5642766803503036","0.5642766803503036","0.5642766803503036","0.5637866884469986","0.5637866884469986","0.5637866884469986"
"1980","0.5631952702999115","0.5631952702999115","0.5631952702999115","0.5648824006319046","0.5648824006319046","0.5648824006319046"
"2178","0.5629711031913758","0.5629711031913758","0.5629711031913758","0.5647897630929947","0.5647897630929947","0.5647897630929947"
"2376","0.5624968588352204","0.5624968588352204","0.5624968588352204","0.5655378013849258","0.5655378013849258","0.5655378013849258"
"2574","0.5627179950475693","0.5627179950475693","0.5627179950475693","0.5665823757648468","0.5665823757648468","0.5665823757648468"
"2772","0.5619319140911102","0.5619319140911102","0.5619319140911102","0.5666716635227204","0.5666716635227204","0.5666716635227204"
"2970","0.5621251553297043","0.5621251553297043","0.5621251553297043","0.5660636872053146","0.5660636872053146","0.5660636872053146"
"3168","0.5616988599300384","0.5616988599300384","0.5616988599300384","0.5664788156747818","0.5664788156747818","0.5664788156747818"
"3366","0.5615171968936921","0.5615171968936921","0.5615171968936921","0.567155721783638","0.567155721783638","0.567155721783638"
"3564","0.5613986641168595","0.5613986641168595","0.5613986641168595","0.567040428519249","0.567040428519249","0.567040428519249"
"3762","0.5607196867465973","0.5607196867465973","0.5607196867465973","0.5672132164239884","0.5672132164239884","0.5672132164239884"
"3960","0.5606726348400116","0.5606726348400116","0.5606726348400116","0.5674992114305496","0.5674992114305496","0.5674992114305496"
"4158","0.5606678307056427","0.5606678307056427","0.5606678307056427","0.5679024815559387","0.5679024815559387","0.5679024815559387"
"4356","0.5605836063623428","0.5605836063623428","0.5605836063623428","0.5679774463176728","0.5679774463176728","0.5679774463176728"
"4554","0.5604239761829376","0.5604239761829376","0.5604239761829376","0.5679768651723862","0.5679768651723862","0.5679768651723862"
"4752","0.5600607037544251","0.5600607037544251","0.5600607037544251","0.5682730972766876","0.5682730972766876","0.5682730972766876"
"4950","0.5596433877944946","0.5596433877944946","0.5596433877944946","0.5684860914945602","0.5684860914945602","0.5684860914945602"
"5148","0.5595261007547379","0.5595261007547379","0.5595261007547379","0.568841016292572","0.568841016292572","0.568841016292572"
"5346","0.5598574757575989","0.5598574757575989","0.5598574757575989","0.5687702119350433","0.5687702119350433","0.5687702119350433"
"5544","0.5596789538860321","0.5596789538860321","0.5596789538860321","0.5690681308507919","0.5690681308507919","0.5690681308507919"
"5742","0.5596111238002777","0.5596111238002777","0.5596111238002777","0.5689785420894623","0.5689785420894623","0.5689785420894623"
"5940","0.5594970464706421","0.5594970464706421","0.5594970464706421","0.569235435128212","0.569235435128212","0.569235435128212"
"6138","0.5596352219581604","0.5596352219581604","0.5596352219581604","0.5694378256797791","0.5694378256797791","0.5694378256797791"
"6336","0.55899897813797","0.55899897813797","0.55899897813797","0.5691599488258362","0.5691599488258362","0.5691599488258362"
"6534","0.5585555344820022","0.5585555344820022","0.5585555344820022","0.5695778757333756","0.5695778757333756","0.5695778757333756"
"6732","0.5589911133050919","0.5589911133050919","0.5589911133050919","0.5696288883686066","0.5696288883686066","0.5696288883686066"
"6930","0.5592148840427399","0.5592148840427399","0.5592148840427399","0.5694589346647263","0.5694589346647263","0.5694589346647263"
"7128","0.5588733315467834","0.5588733315467834","0.5588733315467834","0.5695945620536804","0.5695945620536804","0.5695945620536804"
"7326","0.5586390942335129","0.5586390942335129","0.5586390942335129","0.5699038237333298","0.5699038237333298","0.5699038237333298"
"7524","0.5585781127214432","0.5585781127214432","0.5585781127214432","0.5699487537145614","0.5699487537145614","0.5699487537145614"
"7722","0.5584643185138702","0.5584643185138702","0.5584643185138702","0.570168650150299","0.570168650150299","0.570168650150299"
"7920","0.5583858251571655","0.5583858251571655","0.5583858251571655","0.5701059609651565","0.5701059609651565","0.5701059609651565"
"8118","0.558379453420639","0.558379453420639","0.558379453420639","0.5701005935668946","0.5701005935668946","0.5701005935668946"
"8316","0.5583848387002945","0.5583848387002945","0.5583848387002945","0.5701773732900619","0.5701773732900619","0.5701773732900619"
"8514","0.558389151096344","0.558389151096344","0.558389151096344","0.5702644437551498","0.5702644437551498","0.5702644437551498"
"8712","0.5583925068378448","0.5583925068378448","0.5583925068378448","0.5702927231788635","0.5702927231788635","0.5702927231788635"
"8910","0.5583940476179123","0.5583940476179123","0.5583940476179123","0.5703180402517318","0.5703180402517318","0.5703180402517318"
"9108","0.5583984762430191","0.5583984762430191","0.5583984762430191","0.5703576773405075","0.5703576773405075","0.5703576773405075"
"9306","0.5584005504846573","0.5584005504846573","0.5584005504846573","0.5703844875097275","0.5703844875097275","0.5703844875097275"
"9504","0.5584014475345611","0.5584014475345611","0.5584014475345611","0.5704245179891586","0.5704245179891586","0.5704245179891586"
"9702","0.5584038108587265","0.5584038108587265","0.5584038108587265","0.5704498797655105","0.5704498797655105","0.5704498797655105"
"9900","0.558404004573822","0.558404004573822","0.558404004573822","0.5704741925001144","0.5704741925001144","0.5704741925001144"
"10098","0.5584052503108978","0.5584052503108978","0.5584052503108978","0.5705012679100037","0.5705012679100037","0.5705012679100037"
"10296","0.5584078550338745","0.5584078550338745","0.5584078550338745","0.570512929558754","0.570512929558754","0.570512929558754"
"10494","0.5584100842475891","0.5584100842475891","0.5584100842475891","0.5705453962087631","0.5705453962087631","0.5705453962087631"
"10692","0.558413279056549","0.558413279056549","0.558413279056549","0.5705780953168869","0.5705780953168869","0.5705780953168869"
"10890","0.558414813876152","0.558414813876152","0.558414813876152","0.5706076622009277","0.5706076622009277","0.5706076622009277"
"11088","0.5584168195724487","0.5584168195724487","0.5584168195724487","0.57065050303936","0.57065050303936","0.57065050303936"
"11286","0.5584191232919693","0.5584191232919693","0.5584191232919693","0.570673605799675","0.570673605799675","0.570673605799675"
"11484","0.5584208637475967","0.5584208637475967","0.5584208637475967","0.5707165598869324","0.5707165598869324","0.5707165598869324"
"11682","0.5584230422973633","0.5584230422973633","0.5584230422973633","0.5707280248403549","0.5707280248403549","0.5707280248403549"
"11880","0.5584244549274444","0.5584244549274444","0.5584244549274444","0.5707710146903991","0.5707710146903991","0.5707710146903991"
"12078","0.5584253549575806","0.5584253549575806","0.5584253549575806","0.5707992166280746","0.5707992166280746","0.5707992166280746"
"12276","0.5584276378154754","0.5584276378154754","0.5584276378154754","0.5708138048648834","0.5708138048648834","0.5708138048648834"
"12474","0.558429878950119","0.558429878950119","0.558429878950119","0.5708213418722152","0.5708213418722152","0.5708213418722152"
"12672","0.558432337641716","0.558432337641716","0.558432337641716","0.5708265006542206","0.5708265006542206","0.5708265006542206"
"12870","0.5584324121475219","0.5584324121475219","0.5584324121475219","0.5708318442106247","0.5708318442106247","0.5708318442106247"
"13068","0.5584348201751709","0.5584348201751709","0.5584348201751709","0.5708183407783508","0.5708183407783508","0.5708183407783508"
"13266","0.5584373712539673","0.5584373712539673","0.5584373712539673","0.5708286017179489","0.5708286017179489","0.5708286017179489"
"13464","0.5584390074014663","0.5584390074014663","0.5584390074014663","0.5708432346582413","0.5708432346582413","0.5708432346582413"
"13662","0.5584405899047852","0.5584405899047852","0.5584405899047852","0.5708303928375245","0.5708303928375245","0.5708303928375245"
"13860","0.5584422409534454","0.5584422409534454","0.5584422409534454","0.5708592474460602","0.5708592474460602","0.5708592474460602"
"14058","0.558444595336914","0.558444595336914","0.558444595336914","0.5708706140518188","0.5708706140518188","0.5708706140518188"
"14256","0.5584463655948639","0.5584463655948639","0.5584463655948639","0.5709016352891922","0.5709016352891922","0.5709016352891922"
"14454","0.5584475100040436","0.5584475100040436","0.5584475100040436","0.570912629365921","0.570912629365921","0.570912629365921"
"14652","0.5584479838609695","0.5584479838609695","0.5584479838609695","0.5709185779094696","0.5709185779094696","0.5709185779094696"
"14850","0.5584485977888107","0.5584485977888107","0.5584485977888107","0.5709631264209747","0.5709631264209747","0.5709631264209747"
"15048","0.5584507673978806","0.5584507673978806","0.5584507673978806","0.5709716767072678","0.5709716767072678","0.5709716767072678"
"15246","0.5584523022174835","0.5584523022174835","0.5584523022174835","0.5709928303956986","0.5709928303956986","0.5709928303956986"
"15444","0.5584534376859664","0.5584534376859664","0.5584534376859664","0.5710040152072906","0.5710040152072906","0.5710040152072906"
"15642","0.5584551930427551","0.5584551930427551","0.5584551930427551","0.5710367411375046","0.5710367411375046","0.5710367411375046"
"15840","0.5584562450647355","0.5584562450647355","0.5584562450647355","0.5710319072008133","0.5710319072008133","0.5710319072008133"
"16038","0.5584563821554184","0.5584563821554184","0.5584563821554184","0.5710283786058425","0.5710283786058425","0.5710283786058425"
"16236","0.5584565699100494","0.5584565699100494","0.5584565699100494","0.5710325688123703","0.5710325688123703","0.5710325688123703"
"16434","0.5584566980600357","0.5584566980600357","0.5584566980600357","0.5710324883460999","0.5710324883460999","0.5710324883460999"
"16632","0.558456814289093","0.558456814289093","0.558456814289093","0.5710303723812103","0.5710303723812103","0.5710303723812103"
"16830","0.5584569841623306","0.5584569841623306","0.5584569841623306","0.5710329324007034","0.5710329324007034","0.5710329324007034"
"17028","0.5584571301937103","0.5584571301937103","0.5584571301937103","0.5710321843624115","0.5710321843624115","0.5710321843624115"
"17226","0.5584573358297348","0.5584573358297348","0.5584573358297348","0.5710325032472611","0.5710325032472611","0.5710325032472611"
"17424","0.5584575116634369","0.5584575116634369","0.5584575116634369","0.5710314273834228","0.5710314273834228","0.5710314273834228"
"17622","0.5584577232599258","0.5584577232599258","0.5584577232599258","0.571033987402916","0.571033987402916","0.571033987402916"
"17820","0.5584579557180405","0.5584579557180405","0.5584579557180405","0.5710346043109894","0.5710346043109894","0.5710346043109894"
"18018","0.558458125591278","0.558458125591278","0.558458125591278","0.5710355490446091","0.5710355490446091","0.5710355490446091"
"18216","0.5584582716226578","0.5584582716226578","0.5584582716226578","0.5710353910923004","0.5710353910923004","0.5710353910923004"
"18414","0.5584584206342698","0.5584584206342698","0.5584584206342698","0.5710389286279678","0.5710389286279678","0.5710389286279678"
"18612","0.5584587007761002","0.5584587007761002","0.5584587007761002","0.5710396617650986","0.5710396617650986","0.5710396617650986"
"18810","0.5584589004516601","0.5584589004516601","0.5584589004516601","0.5710407316684722","0.5710407316684722","0.5710407316684722"
"19008","0.5584591418504715","0.5584591418504715","0.5584591418504715","0.571042275428772","0.571042275428772","0.571042275428772"
"19206","0.5584592401981354","0.5584592401981354","0.5584592401981354","0.5710438877344132","0.5710438877344132","0.5710438877344132"
"19404","0.55845947265625","0.55845947265625","0.55845947265625","0.5710467875003815","0.5710467875003815","0.5710467875003815"
"19602","0.5584595203399658","0.5584595203399658","0.5584595203399658","0.571046558022499","0.571046558022499","0.571046558022499"