"Step","vanilla_1__vanilla_aug - vertical","vanilla_1__vanilla_aug - vertical__MIN","vanilla_1__vanilla_aug - vertical__MAX","vanilla_1__resnet_aug_01lr - vertical","vanilla_1__resnet_aug_01lr - vertical__MIN","vanilla_1__resnet_aug_01lr - vertical__MAX"
"0","0.5099403470754623","0.5099403470754623","0.5099403470754623","0.5099403470754623","0.5099403470754623","0.5099403470754623"
"198","0.5512599557638168","0.5512599557638168","0.5512599557638168","0.5424323678016663","0.5424323678016663","0.5424323678016663"
"396","0.549539890885353","0.549539890885353","0.549539890885353","0.5411011427640915","0.5411011427640915","0.5411011427640915"
"594","0.5476185321807862","0.5476185321807862","0.5476185321807862","0.5389416217803955","0.5389416217803955","0.5389416217803955"
"792","0.5458937972784043","0.5458937972784043","0.5458937972784043","0.539169329404831","0.539169329404831","0.539169329404831"
"990","0.5450889289379119","0.5450889289379119","0.5450889289379119","0.5398010820150375","0.5398010820150375","0.5398010820150375"
"1188","0.5440749555826188","0.5440749555826188","0.5440749555826188","0.5398075580596924","0.5398075580596924","0.5398075580596924"
"1386","0.5433113247156143","0.5433113247156143","0.5433113247156143","0.5401898831129074","0.5401898831129074","0.5401898831129074"
"1584","0.5423393309116363","0.5423393309116363","0.5423393309116363","0.5404091060161591","0.5404091060161591","0.5404091060161591"
"1782","0.5413827478885651","0.5413827478885651","0.5413827478885651","0.5408825099468231","0.5408825099468231","0.5408825099468231"
"1980","0.540594682097435","0.540594682097435","0.540594682097435","0.5408574521541596","0.5408574521541596","0.5408574521541596"
"2178","0.5403898239135743","0.5403898239135743","0.5403898239135743","0.5409846276044845","0.5409846276044845","0.5409846276044845"
"2376","0.5403020203113555","0.5403020203113555","0.5403020203113555","0.5409472286701202","0.5409472286701202","0.5409472286701202"
"2574","0.5399373590946197","0.5399373590946197","0.5399373590946197","0.5408395558595658","0.5408395558595658","0.5408395558595658"
"2772","0.5396058797836304","0.5396058797836304","0.5396058797836304","0.5410866051912308","0.5410866051912308","0.5410866051912308"
"2970","0.5395006954669952","0.5395006954669952","0.5395006954669952","0.5410737842321396","0.5410737842321396","0.5410737842321396"
"3168","0.5394857376813889","0.5394857376813889","0.5394857376813889","0.5415591597557068","0.5415591597557068","0.5415591597557068"
"3366","0.5392888009548187","0.5392888009548187","0.5392888009548187","0.54133240878582","0.54133240878582","0.54133240878582"
"3564","0.5392137110233307","0.5392137110233307","0.5392137110233307","0.5413232058286667","0.5413232058286667","0.5413232058286667"
"3762","0.539308774471283","0.539308774471283","0.539308774471283","0.5411074697971344","0.5411074697971344","0.5411074697971344"
"3960","0.5394062221050262","0.5394062221050262","0.5394062221050262","0.5406421989202499","0.5406421989202499","0.5406421989202499"
"4158","0.5393642574548722","0.5393642574548722","0.5393642574548722","0.5407564640045166","0.5407564640045166","0.5407564640045166"
"4356","0.5388265371322631","0.5388265371322631","0.5388265371322631","0.5407162219285965","0.5407162219285965","0.5407162219285965"
"4554","0.5386902272701264","0.5386902272701264","0.5386902272701264","0.5403664946556092","0.5403664946556092","0.5403664946556092"
"4752","0.539008030295372","0.539008030295372","0.539008030295372","0.5407522857189179","0.5407522857189179","0.5407522857189179"
"4950","0.5391562432050705","0.5391562432050705","0.5391562432050705","0.5402021557092667","0.5402021557092667","0.5402021557092667"
"5148","0.5385993331670761","0.5385993331670761","0.5385993331670761","0.540107735991478","0.540107735991478","0.540107735991478"
"5346","0.5384203165769577","0.5384203165769577","0.5384203165769577","0.5399396389722824","0.5399396389722824","0.5399396389722824"
"5544","0.5382184892892837","0.5382184892892837","0.5382184892892837","0.5399073868989944","0.5399073868989944","0.5399073868989944"
"5742","0.5381806790828705","0.5381806790828705","0.5381806790828705","0.5400268644094467","0.5400268644094467","0.5400268644094467"
"5940","0.5379767686128616","0.5379767686128616","0.5379767686128616","0.5397173643112183","0.5397173643112183","0.5397173643112183"
"6138","0.5379550755023956","0.5379550755023956","0.5379550755023956","0.5401495337486267","0.5401495337486267","0.5401495337486267"
"6336","0.5382223874330521","0.5382223874330521","0.5382223874330521","0.5403130978345871","0.5403130978345871","0.5403130978345871"
"6534","0.537634801864624","0.537634801864624","0.537634801864624","0.5396953076124191","0.5396953076124191","0.5396953076124191"
"6732","0.5376507759094238","0.5376507759094238","0.5376507759094238","0.5395454525947571","0.5395454525947571","0.5395454525947571"
"6930","0.5377200990915298","0.5377200990915298","0.5377200990915298","0.539481058716774","0.539481058716774","0.539481058716774"
"7128","0.5372270554304123","0.5372270554304123","0.5372270554304123","0.5395170986652374","0.5395170986652374","0.5395170986652374"
"7326","0.5371563673019409","0.5371563673019409","0.5371563673019409","0.5394531786441803","0.5394531786441803","0.5394531786441803"
"7524","0.5369597613811493","0.5369597613811493","0.5369597613811493","0.5394715815782547","0.5394715815782547","0.5394715815782547"
"7722","0.5369125008583069","0.5369125008583069","0.5369125008583069","0.5395656615495682","0.5395656615495682","0.5395656615495682"
"7920","0.5366701185703278","0.5366701185703278","0.5366701185703278","0.5398514986038208","0.5398514986038208","0.5398514986038208"
"8118","0.5366869330406189","0.5366869330406189","0.5366869330406189","0.5398451894521713","0.5398451894521713","0.5398451894521713"
"8316","0.5366913169622421","0.5366913169622421","0.5366913169622421","0.5398167371749878","0.5398167371749878","0.5398167371749878"
"8514","0.5366961658000946","0.5366961658000946","0.5366961658000946","0.5398232609033584","0.5398232609033584","0.5398232609033584"
"8712","0.5366991609334946","0.5366991609334946","0.5366991609334946","0.5398328363895416","0.5398328363895416","0.5398328363895416"
"8910","0.5367025315761567","0.5367025315761567","0.5367025315761567","0.5398749053478241","0.5398749053478241","0.5398749053478241"
"9108","0.5367074340581894","0.5367074340581894","0.5367074340581894","0.5399168461561203","0.5399168461561203","0.5399168461561203"
"9306","0.5367094248533248","0.5367094248533248","0.5367094248533248","0.5399407356977463","0.5399407356977463","0.5399407356977463"
"9504","0.5367128312587738","0.5367128312587738","0.5367128312587738","0.5399285852909088","0.5399285852909088","0.5399285852909088"
"9702","0.5367155581712723","0.5367155581712723","0.5367155581712723","0.5399707645177841","0.5399707645177841","0.5399707645177841"
"9900","0.5367153316736222","0.5367153316736222","0.5367153316736222","0.5400140017271042","0.5400140017271042","0.5400140017271042"
"10098","0.5367187410593033","0.5367187410593033","0.5367187410593033","0.5400429427623749","0.5400429427623749","0.5400429427623749"
"10296","0.5367217510938644","0.5367217510938644","0.5367217510938644","0.5400665253400803","0.5400665253400803","0.5400665253400803"
"10494","0.5367253631353378","0.5367253631353378","0.5367253631353378","0.5400944948196411","0.5400944948196411","0.5400944948196411"
"10692","0.5367283076047897","0.5367283076047897","0.5367283076047897","0.5400920033454895","0.5400920033454895","0.5400920033454895"
"10890","0.5367304623126984","0.5367304623126984","0.5367304623126984","0.5401270121335984","0.5401270121335984","0.5401270121335984"
"11088","0.5367335498332977","0.5367335498332977","0.5367335498332977","0.5401253938674927","0.5401253938674927","0.5401253938674927"
"11286","0.5367373645305633","0.5367373645305633","0.5367373645305633","0.5401508867740631","0.5401508867740631","0.5401508867740631"
"11484","0.5367411583662033","0.5367411583662033","0.5367411583662033","0.5401735246181488","0.5401735246181488","0.5401735246181488"
"11682","0.5367439776659012","0.5367439776659012","0.5367439776659012","0.540200051665306","0.540200051665306","0.540200051665306"
"11880","0.5367459744215012","0.5367459744215012","0.5367459744215012","0.540211695432663","0.540211695432663","0.540211695432663"
"12078","0.5367487490177154","0.5367487490177154","0.5367487490177154","0.540239229798317","0.540239229798317","0.540239229798317"
"12276","0.5367497116327286","0.5367497116327286","0.5367497116327286","0.5402290910482407","0.5402290910482407","0.5402290910482407"
"12474","0.5367525398731232","0.5367525398731232","0.5367525398731232","0.5402416378259659","0.5402416378259659","0.5402416378259659"
"12672","0.5367551058530807","0.5367551058530807","0.5367551058530807","0.5402671933174134","0.5402671933174134","0.5402671933174134"
"12870","0.5367576390504837","0.5367576390504837","0.5367576390504837","0.5402724325656891","0.5402724325656891","0.5402724325656891"
"13068","0.5367613226175308","0.5367613226175308","0.5367613226175308","0.5402998775243759","0.5402998775243759","0.5402998775243759"
"13266","0.5367636144161224","0.5367636144161224","0.5367636144161224","0.5403072297573089","0.5403072297573089","0.5403072297573089"
"13464","0.5367665201425552","0.5367665201425552","0.5367665201425552","0.5403157442808151","0.5403157442808151","0.5403157442808151"
"13662","0.5367686569690704","0.5367686569690704","0.5367686569690704","0.5403233706951142","0.5403233706951142","0.5403233706951142"
"13860","0.536771884560585","0.536771884560585","0.536771884560585","0.5403414189815521","0.5403414189815521","0.5403414189815521"
"14058","0.5367742776870728","0.5367742776870728","0.5367742776870728","0.5403624147176742","0.5403624147176742","0.5403624147176742"
"14256","0.5367767661809921","0.5367767661809921","0.5367767661809921","0.5403826981782913","0.5403826981782913","0.5403826981782913"
"14454","0.5367800682783127","0.5367800682783127","0.5367800682783127","0.540405559539795","0.540405559539795","0.540405559539795"
"14652","0.5367826879024505","0.5367826879024505","0.5367826879024505","0.5404169529676437","0.5404169529676437","0.5404169529676437"
"14850","0.5367834776639938","0.5367834776639938","0.5367834776639938","0.5404338777065277","0.5404338777065277","0.5404338777065277"
"15048","0.5367859989404679","0.5367859989404679","0.5367859989404679","0.5404189944267273","0.5404189944267273","0.5404189944267273"
"15246","0.5367877721786499","0.5367877721786499","0.5367877721786499","0.5404383510351181","0.5404383510351181","0.5404383510351181"
"15444","0.5367903798818588","0.5367903798818588","0.5367903798818588","0.5404493242502213","0.5404493242502213","0.5404493242502213"
"15642","0.5367928683757782","0.5367928683757782","0.5367928683757782","0.540453651547432","0.540453651547432","0.540453651547432"
"15840","0.5367955058813095","0.5367955058813095","0.5367955058813095","0.5404736220836639","0.5404736220836639","0.5404736220836639"
"16038","0.5367956906557083","0.5367956906557083","0.5367956906557083","0.5404787361621857","0.5404787361621857","0.5404787361621857"
"16236","0.5367960572242737","0.5367960572242737","0.5367960572242737","0.5404799044132232","0.5404799044132232","0.5404799044132232"
"16434","0.536796361207962","0.536796361207962","0.536796361207962","0.5404827177524567","0.5404827177524567","0.5404827177524567"
"16632","0.5367965549230576","0.5367965549230576","0.5367965549230576","0.5404846519231796","0.5404846519231796","0.5404846519231796"
"16830","0.5367967903614044","0.5367967903614044","0.5367967903614044","0.5404875993728637","0.5404875993728637","0.5404875993728637"
"17028","0.5367970436811447","0.5367970436811447","0.5367970436811447","0.5404890924692154","0.5404890924692154","0.5404890924692154"
"17226","0.5367973774671555","0.5367973774671555","0.5367973774671555","0.5404917508363724","0.5404917508363724","0.5404917508363724"
"17424","0.5367976516485214","0.5367976516485214","0.5367976516485214","0.5404927730560303","0.5404927730560303","0.5404927730560303"
"17622","0.5367979109287262","0.5367979109287262","0.5367979109287262","0.5404962539672852","0.5404962539672852","0.5404962539672852"
"17820","0.5367980867624282","0.5367980867624282","0.5367980867624282","0.5404964506626129","0.5404964506626129","0.5404964506626129"
"18018","0.5367983549833297","0.5367983549833297","0.5367983549833297","0.5404985845088959","0.5404985845088959","0.5404985845088959"
"18216","0.5367986977100372","0.5367986977100372","0.5367986977100372","0.5404999196529389","0.5404999196529389","0.5404999196529389"
"18414","0.5367990642786026","0.5367990642786026","0.5367990642786026","0.540501669049263","0.540501669049263","0.540501669049263"
"18612","0.5367992997169495","0.5367992997169495","0.5367992997169495","0.540503379702568","0.540503379702568","0.540503379702568"
"18810","0.5367996215820312","0.5367996215820312","0.5367996215820312","0.5405028223991394","0.5405028223991394","0.5405028223991394"
"19008","0.5367998003959655","0.5367998003959655","0.5367998003959655","0.5405031740665436","0.5405031740665436","0.5405031740665436"
"19206","0.5368000209331513","0.5368000209331513","0.5368000209331513","0.5405042111873627","0.5405042111873627","0.5405042111873627"
"19404","0.5368003189563751","0.5368003189563751","0.5368003189563751","0.5405077308416366","0.5405077308416366","0.5405077308416366"
"19602","0.5368006378412247","0.5368006378412247","0.5368006378412247","0.5405098140239716","0.5405098140239716","0.5405098140239716"